parent_category,category_link,reason
Vitacost,https://www.vitacost.com/,page not loaded
Home Chef,/b/home-chef,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bakery,/d/bakery,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Vitacost,https://www.vitacost.com/,page not loaded
Home Chef,/b/home-chef,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
