parent_category,category_link,reason
Hair Care,/pl/hair-care/21002?searchType=mktg attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Body Lotion & Moisturizers,/pl/body-moisturizers/21006?searchType=mktg attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Deodorants & Antiperspirants,/pl/deodorants-antiperspirant/21001?searchType=mktg attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Feminine Care,/pl/feminine-care/21009?searchType=mktg attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Shaving & Hair Removal,/pl/shaving-grooming/21004?searchType=mktg%20attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Men’s Grooming,/pl/mens-grooming/21016?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=21016&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Incontinence,/pl/incontinence/21008?searchType=mktg attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sun Care & Sunless Tanning,/pl/sunning-%20-tanning/21011?searchType=mktg%20attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sexual Health,/pl/sexual-health/21010?searchType=mktg attribute&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Natural & Organic,/pl/beauty-personalcare/18001?pzn=relevance&searchType=mktg%20attribute&taxonomyId=18001&nutrition=Organic%2CLive%20Naturally&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Hair Care,/pl/hair‐care/20004?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=20004&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Skin Care,/pl/face‐care/20002?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=20002&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bath & Body,/pl/bath‐&‐body /20002?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=20002&fulfillment=all External,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Makeup,/pl/makeup/20001?taxonomyId=20001&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sun Care,/pl/sun-tanning/20006?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=20006&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fragrance,/pl/fragrance/20003?taxonomyId=20003&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Nails,/pl/nails/2000100003,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Natural & Organic,/pl/beauty‐personal‐care/18001,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Mini & Travel‐Size,/pl/minis‐travel‐size/20007?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=20007&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Textured Hair Care,/pl/Textured%20Hair/2000400006?taxonomyId=2000400006&monet=false&fulfilment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Beauty Deals,/pl/personalcare/21?pzn=relevance&searchType=mktg%20attribute&taxonomyId=21&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Shop All,/pl/beauty/20?monet=true&pzn=relevance&searchType=mktg%20attribute&taxonomyId=20&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Diapers & Wipes,/pl/diapers-training-pants/10003?query=diapers&searchType=default_search&taxonomyId=10003&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Wipes,/pl/baby-wipes/1000400002?pzn=relevance&taxonomyId=1000400002&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bath & Skin Care,/pl/body-&-hair-care/46005?taxonomyId=46005&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Nursing & Feeding,/pl/nursing-&-feeding/44?taxonomyId=44&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Health & Safety,/pl/health-&-safety/45?facets=tru&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Baby Food,/pl/baby-food-snacks/10001?query=baby%20food&searchType=default_search&taxonomyId=10001&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Strollers,/pl/strollers/42002?fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cribs,/pl/cribs-andBassinets/4300100001?fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Car Seats,/pl/car‐seats/42001?fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Gear & Activity,/pl/travel/42003?fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
