parent_category,category_link,reason
Laundry Detergent Pods,/pl/laundry-detergent-pods-pacs/2602500007?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Liquid Laundry Detergent,/pl/liquid-laundry-detergent/2602500001?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Powder Laundry Detergent,/pl/powder-laundry-detergent/2602500010?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fabric Softener,/pl/fabric-softener/2602500005?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dryer Sheets,/pl/dryer-sheets/2602500003?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Scent Boosters,/pl/scent-booster/2602500011?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bleach,/pl/bleach/2602500002?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Stain Remover,/pl/stain-remover/2602500012?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Laundry Sanitizer,/pl/laundry-sanitizer/2602500008?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fabric Refreshers,/pl/fabric-refreshers/2602500004?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Free & Clear Laundry,/pl/free-clear-laundry/2602500014?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Laundry Supplies,/pl/laundry-supplies/2602500009?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Paper Towels,/pl/paper-towels/2602400003?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Toilet Paper,/pl/toilet-paper/2602400001?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Flushable Wipes,/pl/flushable-wipes/2602400002?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Facial Tissue,/pl/facial-tissue/2602400004?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bulk Paper Products,/pl/bulk-paper-products/2602400006?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Hand Wipes,/pl/hand-wipes/2602400007?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Natural & Organic,/pl/natural-organic/2602400008?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Napkins,/pl/paper-napkins/2602400005?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dishwashing Needs,/pl/Dishwashing-Needs/26005?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Food Storage,/pl/Food-Storage/26006?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Disposable Tableware,/pl/Disposable-Tableware/26018?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Baking Paper & Foils,/pl/Baking-Paper-&-Foils/26019?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Water Filtration,/pl/Water-Filtration/26011?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Wipes & Cleaning Supplies,/pl/cleaning-disinfecting-wipes/2600400006?taxonomyId=2600400006&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cleaning Tools,/pl/cleaning-tools/2600400005?taxonomyId=2600400005&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Kitchen Cleaners,/pl/kitchen-cleaners/2600400007?taxonomyId=2600400007&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
All-Purpose Cleaners,/pl/all-purpose-cleaners/2600400008?taxonomyId=2600400008&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bathroom Cleaners,/pl/bathroom-cleaners/2600400009?taxonomyId=2600400009&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Carpet & Floor Cleaners,/pl/carpet-floor-cleaners/2600400010?taxonomyId=2600400010&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Glass Cleaners,/pl/glass-cleaners/2600400004?taxonomyId=2600400004&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dusters,/pl/dusters/2600400011?taxonomyId=2600400011&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Mops,/pl/mops/2600400012?taxonomyId=2600400012&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Furniture Cleaner,/pl/furniture-cleaner/2600400013?taxonomyId=2600400013&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
