parent_category,category_link,reason
Baking Paper & Foils,/pl/baking-paper-foils/26019?taxonomyId=26019&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Disposable Tableware,/pl/disposable-tableware/26018?taxonomyId=26018&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Food Storage Bags & Containers,/pl/food-storage/26006?taxonomyId=26006&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Brooms, Mops & Dusters",/pl/brooms-mops-dusters/26022?taxonomyId=26022&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Vacuums & Floor Care,/pl/vacuums-floor-care/26023?taxonomyId=26023&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Pest Control,/pl/pest-control/26021?taxonomyId=26021&fulfillment=all,page not loaded
Dog,/search?keyword=PetShopDog&query=PetShopDog&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cat,/search?keyword=PetShopCat&query=PetShopCat&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bird,/pl/bird-supplies/27026?facets=true&pzn=relevance&taxonomyId=27026&fulfillment=all,page not loaded
Fish,/pl/fish-supplies/27027?pzn=relevance&taxonomyId=27027&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Small Animals,/pl/small-animal-supplies/27029?pzn=relevance&taxonomyId=27029&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dry Dog Food,/pl/dry-dog-food/2701700002?taxonomyId=2701700002&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Wet Dog Food,/pl/wet-dog-food/2701700001?taxonomyId=2701700001&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dog Treats,/pl/dog-treats/27018?taxonomyId=27018&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fresh & Frozen Dog Food,/pl/fresh-frozen-dog-food/2701700003?taxonomyId=2701700003&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dog Supplies,/pl/dogsupplies/27020?taxonomyId=27020&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dog Toys,/pl/dog-toys/27019?taxonomyId=27019&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dry Cat Food,/pl/dry-cat-food/2702100001?taxonomyId=2702100001&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
