parent_category,category_link,reason
Seafood Meal Kits,/search?keyword=seafoodpage2022wildside&query=seafoodpage2022wildside&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sauce & Breading,/pl/seasonings-sauces/05009?facets=true?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sushi,/pl/sushi/1300800002?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fresh Deli Meats,/pl/fresh-deli-meats/13001?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fresh Deli Cheeses,/pl/fresh-deli-cheese/13002?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Chicken & Hot Meals,/pl/hot-meals/13007?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Specialty Cheeses,/pl/specialty-cheeses/13005?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Olives, Dips, Spreads & Snacks",/pl/olives-dips-spreads-snacks/13011?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Packaged Deli Meats,/pl/packaged-deli-meat/13003?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Packaged Deli Cheeses,/pl/packaged-deli-cheese/13004?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Ready-to-heat Meals & Soups,/pl/ready-to-heat-meals/13006?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cold Side Dishes,/pl/cold-side-dishes/13009?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Grab & Go Meals,/pl/grab-go-meals/13008?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Party Platters,/pl/party-platters/13010?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Shop All,/d/bakery,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cakes & Cupcakes,/pl/cakes-cupcakes/14163?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Donuts, Danishes & Muffins",/pl/donuts-danishes-muffins/14166?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cookies,/pl/cookies/14187?taxonomyId=14187&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Brownies,/pl/brownies/14165?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Pies,/pl/pies/14169?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Angel Food, Pound & Pudding Cakes",/pl/angel-food-pound-pudding-cakes/14161?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cheesecakes,/pl/cheesecakes/14164?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sweet Goods & Snacks,/pl/sweet-goods-snacks/14180?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Artisan Bread,/pl/artisan-breads/14162?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Sandwich Bread, Buns and Rolls",/pl/sandwich-bread-buns-and-rolls/14181,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dinner Bread & Rolls,/pl/dinner-bread-and-rolls/14182,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Breakfast Breads,/pl/breakfast-breads/14183,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bread by Lifestyle,/pl/bread-by-lifestyle/14184,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Specialty Breads & Rolls,/pl/specialty-breads-and-rolls/14185,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Specialty Butters & Spreads,/pl/specialty-butters-and-spreads/14186,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Place Your Order,/order-ahead,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Place an Order,/order-ahead,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Crackers,/pl/crackers/01026?query=crackers&searchType=default_search&taxonomyId=01026&fulfillment=all,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Packaged Breads,/pl/packaged-bread/01016?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Canned Foods,/pl/canned-foods/01006?pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
