parent_category,category_link,reason
Bakery,/d/bakery,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Vitacost,https://www.vitacost.com/,page not loaded
Home Chef,/b/home-chef,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Home Chef,/b/home-chef,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
BLOOM HAUS™,/b/bloom-haus,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
ABOUND,/b/abound,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Pet Pride,/b/pet-pride,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Comforts,/b/comforts-baby,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dip,/b/dip,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Tools & Gadgets,/search?keyword=Easter25ToolsGadgets&query=Easter25ToolsGadgets&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cookware,/search?keyword=Easter25Cookware&query=Easter25Cookware&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bakeware,/search?keyword=Easter25Bakeware&query=Easter25Bakeware&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dinnerware & Serveware,/search?keyword=Easter25DinnerServeware&query=Easter25DinnerServeware&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Tools & Gadgets,/search?keyword=Easter25ToolsGadgets&query=Easter25ToolsGadgets&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Cookware,/search?keyword=Easter25Cookware&query=Easter25Cookware&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bakeware,/search?keyword=Easter25Bakeware&query=Easter25Bakeware&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Dinnerware & Serveware,/search?keyword=Easter25DinnerServeware&query=Easter25DinnerServeware&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
